"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"34","Tua Tagovailoa","QB","MIA","7.3","19.6","13.8","15.7","22.7","9.6","1.6","24.2","9.5","","","","","","","","","","13.8","124.1"
"35","Michael Pittman Jr.","WR","IND","17","6","16.3","12.6","12.4","3","17.3","19.5","16","","","","","","","","","","13.3","120.1"
"36","Lamar Jackson","QB","BAL","29.4","26.3","27","11.7","-","-","BYE","-","25.6","","","","","","","","","","24","119.9"
"37","Kyren Williams","RB","LAR","13.4","9","18.2","8.9","27.1","15.7","7.5","BYE","17.4","","","","","","","","","","14.7","117.2"
"38","Justin Fields","QB","NYJ","29.5","4","-","27.1","25.9","4.9","4","20.9","BYE","","","","","","","","","","16.6","116.4"
"39","Saquon Barkley","RB","PHI","16.4","16.4","7.5","15.4","16.3","7.7","4.7","31.4","BYE","","","","","","","","","","14.5","115.8"
"40","Cam Skattebo","RB","NYG","1.9","12.9","21.1","12","11.4","30","16.9","9.5","-","","","","","","","","","","14.5","115.7"
"41","Davante Adams","WR","LAR","7.1","19.6","13.1","13.6","11.3","5.9","24","BYE","20.5","","","","","","","","","","14.4","115.1"
"42","Jayden Daniels","QB","WAS","20.1","19.7","-","-","17.1","22.6","17.7","-","16.2","","","","","","","","","","18.9","113.6"
"43","Mac Jones","QB","SF","-","21.8","14.3","-","22.2","13.2","6.2","19","15.8","","","","","","","","","","16.1","112.4"
"44","Geno Smith","QB","LV","18.5","6.2","26.1","12.8","7.9","9.7","2.8","BYE","27.3","","","","","","","","","","13.9","111.1"
"45","Drake London","WR","ATL","9.5","4.4","8","21","BYE","26.8","6.2","-","34.3","","","","","","","","","","15.7","110.2"
"46","Emeka Egbuka","WR","TB","21.6","10.9","11.5","18.1","27.8","3.4","7.8","5","BYE","","","","","","","","","","13.3","106.1"
"47","Ashton Jeanty","RB","LV","11","5.9","6.3","32.5","13.4","15.6","3.9","BYE","17.4","","","","","","","","","","13.3","106"
"48","Michael Penix Jr.","QB","ATL","24","5.3","5.8","19.7","BYE","14.6","12.2","-","22.7","","","","","","","","","","14.9","104.4"
"49","Spencer Rattler","QB","NO","11.5","21.7","12.7","13.9","15.6","11.1","13.5","3.6","-","","","","","","","","","","13","103.6"
"49","Trey McBride","TE","ARI","9.1","10.8","12.8","8.7","6.6","17.2","24.4","BYE","14","","","","","","","","","","13","103.6"
"51","Jaylen Waddle","WR","MIA","5","15.3","12.4","6.3","20","12.8","2","18.4","11.2","","","","","","","","","","11.5","103.4"
"52","D'Andre Swift","RB","CHI","8","12.4","9.3","14","BYE","24.5","20.3","14.1","-","","","","","","","","","","14.7","102.6"
"53","Derrick Henry","RB","BAL","28.7","2.3","10.2","6.8","9.3","13.5","BYE","19.1","12.6","","","","","","","","","","12.8","102.5"
"54","Tee Higgins","WR","CIN","4.8","13.1","2","4.7","9.7","8.7","18.6","10.9","29.6","","","","","","","","","","11.3","102.1"
"55","Courtland Sutton","WR","DEN","15.1","1.1","20.8","16.6","13.9","2.2","13.7","8.7","9.5","","","","","","","","","","11.3","101.6"
"56","J.K. Dobbins","RB","DEN","13.8","15","14.8","11","14.9","4","8.5","13.1","6.4","","","","","","","","","","11.3","101.5"
"57","Bryce Young","QB","CAR","10.2","22.3","11.6","10.3","13","19.5","10.5","-","4","","","","","","","","","","12.7","101.4"
"58","Tucker Kraft","TE","GB","8.9","21.4","4.4","8.1","BYE","11.3","14.3","29.8","3","","","","","","","","","","12.7","101.2"
"59","Keenan Allen","WR","LAC","16.3","14.6","16","6.2","8.3","4.7","23.4","6.4","5.1","","","","","","","","","","11.2","101"
"60","Justin Jefferson","WR","MIN","12.8","9.6","10","17.6","15.8","BYE","10.4","10.9","13.7","","","","","","","","","","12.6","100.8"
"61","Breece Hall","RB","NYJ","15.5","4.8","7.2","13.6","15.5","5.9","6.2","31.9","BYE","","","","","","","","","","12.6","100.6"
"62","Jake Ferguson","TE","DAL","4.8","12.3","14.7","13.5","20.4","10.8","18.4","0","5.5","","","","","","","","","","11.2","100.4"
"63","Chris Olave","WR","NO","8.9","8.4","10.7","8.5","9.4","12.8","24.3","10","7.2","","","","","","","","","","11.1","100.2"
"64","Chase Brown","RB","CIN","12.1","7.5","4","8.6","8.3","7.9","11","24","15.2","","","","","","","","","","11","98.6"
"65","Travis Etienne Jr.","RB","JAC","17.1","15.9","11.6","19","7.3","7.5","6","BYE","14","","","","","","","","","","12.3","98.4"
"66","Tyler Warren","TE","IND","11.4","9.9","5.3","15.8","12.4","15.3","14.9","7.3","5.1","","","","","","","","","","10.8","97.4"
"67","Quentin Johnston","WR","LAC","22.4","14.4","11.9","19.8","4.9","-","10","0","13.3","","","","","","","","","","12.1","96.7"
"68","Ka'imi Fairbairn","K","HOU","14","9","4","10","18","BYE","8","14","18","","","","","","","","","","11.9","95"
"69","Travis Kelce","TE","KC","11.7","8.1","4.6","7.3","15.6","10.8","6.9","18.9","10.6","","","","","","","","","","10.5","94.5"
"70","Ladd McConkey","WR","LAC","10.4","7.3","6.1","1.6","12.4","19.5","11.2","17.8","7.6","","","","","","","","","","10.4","93.9"
"71","Brandon Aubrey","K","DAL","11","22","8","8","7","9","17","6","5","","","","","","","","","","10.3","93"
"72","Rome Odunze","WR","CHI","12.7","28.3","13.7","14.9","BYE","4.2","4.1","14.9","0","","","","","","","","","","11.6","92.8"
"72","DeVonta Smith","WR","PHI","3.1","7.3","16","3.9","15.4","6.9","28.8","11.4","BYE","","","","","","","","","","11.6","92.8"
"74","DK Metcalf","WR","PIT","10.3","9.5","10.7","21.1","BYE","17.5","6.5","14","1.6","","","","","","","","","","11.4","91.2"
"75","Quinshon Judkins","RB","CLE","-","8.6","16","19.5","13.3","3.6","26.4","3.2","BYE","","","","","","","","","","12.9","90.6"
"76","Cameron Dicker","K","LAC","9","8","12","5","6","17","7","15","11","","","","","","","","","","10","90"
"77","Wan'Dale Robinson","WR","NYG","8.5","24.2","3.1","2.9","5.7","17.4","12.5","6.3","9.1","","","","","","","","","","10","89.7"
"78","David Montgomery","RB","DET","6.3","12.6","28.9","1.2","17.7","7.1","4.9","BYE","10","","","","","","","","","","11.1","88.7"
"79","Tetairoa McMillan","WR","CAR","9.3","13","6.3","8.2","10.3","16.4","4.8","13.4","6.6","","","","","","","","","","9.8","88.3"
"80","Jaylen Warren","RB","PIT","12.9","15.4","10.6","-","BYE","7.3","17.8","8.3","15.9","","","","","","","","","","12.6","88.2"
"81","Chris Boswell","K","PIT","14","12","3","6","BYE","15","8","20","10","","","","","","","","","","11","88"
"81","Eddy Pineiro","K","SF","-","10","12","7","17","18","11","1","12","","","","","","","","","","11","88"
"83","Romeo Doubs","WR","GB","7.8","10.3","3.5","26.8","BYE","8","10.2","7.9","12.6","","","","","","","","","","10.9","87.1"
"84","Deebo Samuel Sr.","WR","WAS","19.1","13.9","3.9","17.1","19.6","3.4","-","2.7","6.9","","","","","","","","","","10.8","86.6"
"85","Chase McLaughlin","K","TB","6","2","21","16","12","7","5","17","BYE","","","","","","","","","","10.8","86"
"86","Dallas Goedert","TE","PHI","7.9","-","9.8","17.7","9.4","21.5","3.3","16.3","BYE","","","","","","","","","","12.3","85.9"
"87","Troy Franklin","WR","DEN","6.4","20","1.8","7.5","7","1.6","11.4","23.9","6.3","","","","","","","","","","9.5","85.9"
"88","Tre Tucker","WR","LV","12.4","3.4","36.9","3.2","9.1","9.5","5.8","BYE","5.3","","","","","","","","","","10.7","85.6"
"89","Stefon Diggs","WR","NE","8.7","5.2","3.8","13.1","19.6","4.3","10.4","8.9","11.3","","","","","","","","","","9.5","85.3"
